"","Well","WellName","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","MONISprojectno","AssayID","speciesabbr","season","qpcrrundate","gen_specnm","Genus","species","dk_comnm","Wellname.season.no1","gen_specnm.season","Harbour","Coll_date","volfilt_mL","declat","declon","Harbour.Welltype","col.06","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"1645","E1","std5e2","Standard",20,0.0236,27.81,500,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e2.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1646","E2","std5e2","Standard",20,0.0236,27.8,500,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e2.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1647","E3","std5e2","Standard",20,0.0236,27.57,500,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e2.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1648","F1","std5e1","Standard",21,0.0236,30.63,50,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e1.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1649","F2","std5e1","Standard",21,0.0236,30.83,50,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e1.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1650","F3","std5e1","Standard",21,0.0236,31.19,50,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e1.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1651","G1","std5e0","Standard",22,0.0236,34.09,5,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e0.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1652","G2","std5e0","Standard",22,0.0236,34.19,5,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e0.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1653","G3","std5e0","Standard",22,0.0236,34.15,5,"0.998","-3.235","MONIS3","AssID08","Colper","foraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e0.foraar.1","Colpomenia_peregrine.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1675","B7","smpl07","Unknown",7,0.0166,31.78,3.31,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl07.efteraar.1","Neogobius_melanostomus.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.2317,231.7,232.7,2.36679638328673
"1676","B8","smpl07","Unknown",7,0.0166,32.29,2.16,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl07.efteraar.1","Neogobius_melanostomus.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.1512,151.2,152.2,2.18241465243455
"1677","B9","smpl07","Unknown",7,0.0166,32.35,2.05,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl07.efteraar.1","Neogobius_melanostomus.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.1435,143.5,144.5,2.15986784709257
"1688","F8","smpl11","Unknown",11,0.0166,36.72,0.05392,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl11.efteraar.1","Neogobius_melanostomus.efteraar","Kalundborg","2017.sep.22",1000,55.6773,11.073,"Kalundborg.Unknown","#FF00B4",0.0037744,3.7744,4.7744,0.678918801456556
"1696","C10","smpl14","Unknown",14,0.0166,36.74,0.05287,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl14.efteraar.1","Neogobius_melanostomus.efteraar","Roedby","2017.sep.23",200,54.6541,11.3461,"Roedby.Unknown","#F0FF00",0.0185045,18.5045,19.5045,1.29013482160376
"1697","C11","smpl14","Unknown",14,0.0166,36.29,0.07721,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl14.efteraar.1","Neogobius_melanostomus.efteraar","Roedby","2017.sep.23",200,54.6541,11.3461,"Roedby.Unknown","#F0FF00",0.0270235,27.0235,28.0235,1.44752237562358
"1698","C12","smpl14","Unknown",14,0.0166,36.59,0.05997,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl14.efteraar.1","Neogobius_melanostomus.efteraar","Roedby","2017.sep.23",200,54.6541,11.3461,"Roedby.Unknown","#F0FF00",0.0209895,20.9895,21.9895,1.34221535443084
"1699","D10","smpl15","Unknown",15,0.0166,32.9,1.3,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl15.efteraar.1","Neogobius_melanostomus.efteraar","KalundborgStatiolHavn","2017.sep.22",1000,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",0.091,91,92,1.96378782734556
"1700","D11","smpl15","Unknown",15,0.0166,33.08,1.12,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl15.efteraar.1","Neogobius_melanostomus.efteraar","KalundborgStatiolHavn","2017.sep.22",1000,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",0.0784,78.4,79.4,1.8998205024271
"1701","D12","smpl15","Unknown",15,0.0166,32.77,1.45,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl15.efteraar.1","Neogobius_melanostomus.efteraar","KalundborgStatiolHavn","2017.sep.22",1000,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",0.1015,101.5,102.5,2.01072386539177
"1702","E10","smpl16","Unknown",16,0.0166,34.33,0.3927,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl16.efteraar.1","Neogobius_melanostomus.efteraar","Koege","2017.sep.12",450,55.4566,12.204,"Koege.Unknown","#F000FF",0.0610866666666667,61.0866666666667,62.0866666666667,1.79299834389924
"1703","E11","smpl16","Unknown",16,0.0166,33.36,0.8829,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl16.efteraar.1","Neogobius_melanostomus.efteraar","Koege","2017.sep.12",450,55.4566,12.204,"Koege.Unknown","#F000FF",0.13734,137.34,138.34,2.14094777134266
"1704","E12","smpl16","Unknown",16,0.0166,34.45,0.3578,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl16.efteraar.1","Neogobius_melanostomus.efteraar","Koege","2017.sep.12",450,55.4566,12.204,"Koege.Unknown","#F000FF",0.0556577777777778,55.6577777777778,56.6577777777778,1.75325953669033
"1705","B1","std5e5","Standard",17,0.0166,17.41,5e+05,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e5.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1706","B2","std5e5","Standard",17,0.0166,17.57,5e+05,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e5.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1707","B3","std5e5","Standard",17,0.0166,17.67,5e+05,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e5.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1708","C1","std5e4","Standard",18,0.0166,20.15,50000,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e4.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1709","C2","std5e4","Standard",18,0.0166,20.27,50000,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e4.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1710","C3","std5e4","Standard",18,0.0166,20.28,50000,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e4.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1711","D1","std5e3","Standard",19,0.0166,23.13,5000,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e3.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1712","D2","std5e3","Standard",19,0.0166,23.06,5000,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e3.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1713","D3","std5e3","Standard",19,0.0166,23.02,5000,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e3.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1714","E1","std5e2","Standard",20,0.0166,25.47,500,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e2.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1715","E2","std5e2","Standard",20,0.0166,25.75,500,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e2.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1716","E3","std5e2","Standard",20,0.0166,25.43,500,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e2.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1717","F1","std5e1","Standard",21,0.0166,28.76,50,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e1.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1718","F2","std5e1","Standard",21,0.0166,28.26,50,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e1.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1719","F3","std5e1","Standard",21,0.0166,28.31,50,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e1.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1720","G1","std5e0","Standard",22,0.0166,31.29,5,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e0.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1721","G2","std5e0","Standard",22,0.0166,31.78,5,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e0.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1722","G3","std5e0","Standard",22,0.0166,31.28,5,"0.998","-2.761","MONIS3","AssID09A","Neomel","efteraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e0.efteraar.1","Neogobius_melanostomus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1744","B7","smpl07","Unknown",7,0.0307,33.78,0.9018,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl07.foraar.1","Neogobius_melanostomus.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.09018,90.18,91.18,1.95989958786594
"1745","B8","smpl07","Unknown",7,0.0307,32.73,2.15,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl07.foraar.1","Neogobius_melanostomus.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.215,215,216,2.33445375115093
"1746","B9","smpl07","Unknown",7,0.0307,32.54,2.5,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl07.foraar.1","Neogobius_melanostomus.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.25,250,251,2.39967372148104
"1757","F8","smpl11","Unknown",11,0.0307,37.56,0.04044,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl11.foraar.1","Neogobius_melanostomus.foraar","Kalundborg","2017.jul.03",1500,55.6773,11.073,"Kalundborg.Unknown","#FF00B4",0.0018872,1.8872,2.8872,0.460476869051451
"1758","F9","smpl11","Unknown",11,0.0307,37.1,0.05891,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl11.foraar.1","Neogobius_melanostomus.foraar","Kalundborg","2017.jul.03",1500,55.6773,11.073,"Kalundborg.Unknown","#FF00B4",0.00274913333333333,2.74913333333333,3.74913333333333,0.573930885847326
"1765","C10","smpl14","Unknown",14,0.0307,32.32,3,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl14.foraar.1","Neogobius_melanostomus.foraar","Roedby","2017.jul.04",500,54.6541,11.3461,"Roedby.Unknown","#F0FF00",0.42,420,421,2.62428209583567
"1766","C11","smpl14","Unknown",14,0.0307,32.64,2.3,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl14.foraar.1","Neogobius_melanostomus.foraar","Roedby","2017.jul.04",500,54.6541,11.3461,"Roedby.Unknown","#F0FF00",0.322,322,323,2.5092025223311
"1767","C12","smpl14","Unknown",14,0.0307,33.15,1.51,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl14.foraar.1","Neogobius_melanostomus.foraar","Roedby","2017.jul.04",500,54.6541,11.3461,"Roedby.Unknown","#F0FF00",0.2114,211.4,212.4,2.32715451240943
"1771","E10","smpl16","Unknown",16,0.0307,35.53,0.2137,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl16.foraar.1","Neogobius_melanostomus.foraar","Koege","2017.jul.04",850,55.4566,12.204,"Koege.Unknown","#F000FF",0.0175988235294118,17.5988235294118,18.5988235294118,1.26948547374244
"1772","E11","smpl16","Unknown",16,0.0307,34.59,0.464,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl16.foraar.1","Neogobius_melanostomus.foraar","Koege","2017.jul.04",850,55.4566,12.204,"Koege.Unknown","#F000FF",0.0382117647058824,38.2117647058824,39.2117647058824,1.59341638794624
"1773","E12","smpl16","Unknown",16,0.0307,34.73,0.4123,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","smpl16.foraar.1","Neogobius_melanostomus.foraar","Koege","2017.jul.04",850,55.4566,12.204,"Koege.Unknown","#F000FF",0.0339541176470588,33.9541176470588,34.9541176470588,1.54349834363138
"1774","B1","std5e5","Standard",17,0.0307,18.05,5e+05,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e5.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1775","B2","std5e5","Standard",17,0.0307,17.35,5e+05,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e5.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1776","B3","std5e5","Standard",17,0.0307,18.04,5e+05,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e5.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1777","C1","std5e4","Standard",18,0.0307,20.64,50000,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e4.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1778","C2","std5e4","Standard",18,0.0307,20.75,50000,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e4.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1779","C3","std5e4","Standard",18,0.0307,20.28,50000,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e4.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1780","D1","std5e3","Standard",19,0.0307,22.94,5000,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e3.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1781","D2","std5e3","Standard",19,0.0307,23.53,5000,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e3.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1782","D3","std5e3","Standard",19,0.0307,23.24,5000,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e3.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1783","E1","std5e2","Standard",20,0.0307,25.44,500,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e2.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1784","E2","std5e2","Standard",20,0.0307,26.37,500,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e2.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1785","E3","std5e2","Standard",20,0.0307,25.54,500,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e2.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1786","F1","std5e1","Standard",21,0.0307,28.76,50,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e1.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1787","F2","std5e1","Standard",21,0.0307,28.88,50,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e1.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1788","F3","std5e1","Standard",21,0.0307,28.89,50,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e1.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1789","G1","std5e0","Standard",22,0.0307,31.88,5,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e0.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1790","G2","std5e0","Standard",22,0.0307,31.86,5,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e0.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1791","G3","std5e0","Standard",22,0.0307,32.07,5,"0.996","-2.801","MONIS3","AssID09A","Neomel","foraar","qpcrrundate20180515","Neogobius_melanostomus","Neogobius","melanostomus","sortmundetkutling","std5e0.foraar.1","Neogobius_melanostomus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1801","D4","smpl03","Unknown",3,0.0266,36.43,0.03606,"0.972","-2.584","MONIS3","AssID10","Oncmyk","efteraar","qpcrrundate20180522","Oncorhynchus_mykiss","Oncorhynchus","mykiss","regnbueoerred","smpl03.efteraar.1","Oncorhynchus_mykiss.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.00100968,1.00968,2.00968,0.303126910506057
"1802","D5","smpl03","Unknown",3,0.0266,36.71,0.02814,"0.972","-2.584","MONIS3","AssID10","Oncmyk","efteraar","qpcrrundate20180522","Oncorhynchus_mykiss","Oncorhynchus","mykiss","regnbueoerred","smpl03.efteraar.1","Oncorhynchus_mykiss.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.00078792,0.78792,1.78792,0.252348082504733
"1804","E4","smpl04","Unknown",4,0.0266,37.04,0.02087,"0.972","-2.584","MONIS3","AssID10","Oncmyk","efteraar","qpcrrundate20180522","Oncorhynchus_mykiss","Oncorhynchus","mykiss","regnbueoerred","smpl04.efteraar.1","Oncorhynchus_mykiss.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",0.0014609,1.4609,2.4609,0.391093966270634
"1805","E5","smpl04","Unknown",4,0.0266,34.58,0.188,"0.972","-2.584","MONIS3","AssID10","Oncmyk","efteraar","qpcrrundate20180522","Oncorhynchus_mykiss","Oncorhynchus","mykiss","regnbueoerred","smpl04.efteraar.1","Oncorhynchus_mykiss.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",0.01316,13.16,14.16,1.15106325335375
"1822","E7","smpl10","Unknown",10,0.0266,34.78,0.1567,"0.972","-2.584","MONIS3","AssID10","Oncmyk","efteraar","qpcrrundate20180522","Oncorhynchus_mykiss","Oncorhynchus","mykiss","regnbueoerred","smpl10.efteraar.1","Oncorhynchus_mykiss.efteraar","Hirtshals","2017.nov.08",600,57.5975,9.9772,"Hirtshals.Unknown","#FF005A",0.0182816666666667,18.2816666666667,19.2816666666667,1.28514457068988
