"","Well","WellName","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","MONISprojectno","AssayID","speciesabbr","season","qpcrrundate","gen_specnm","Genus","species","dk_comnm","Wellname.season.no1","gen_specnm.season","Harbour","Coll_date","volfilt_mL","declat","declon","Harbour.Welltype","col.06","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"2814","F3","std5e1","Standard",21,0.0606,37.9,50,"0.983","-2.855","MONIS3","AssID19","Homame","efteraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e1.efteraar.1","Homarus_americanus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2815","G1","std5e0","Standard",22,0.0606,39.43,5,"0.983","-2.855","MONIS3","AssID19","Homame","efteraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e0.efteraar.1","Homarus_americanus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2817","G3","std5e0","Standard",22,0.0606,37.76,5,"0.983","-2.855","MONIS3","AssID19","Homame","efteraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e0.efteraar.1","Homarus_americanus.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2869","B1","std5e5","Standard",17,0.1214,25.51,5e+05,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e5.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2870","B2","std5e5","Standard",17,0.1214,25.75,5e+05,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e5.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2871","B3","std5e5","Standard",17,0.1214,25.61,5e+05,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e5.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2872","C1","std5e4","Standard",18,0.1214,28.24,50000,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e4.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2873","C2","std5e4","Standard",18,0.1214,28.28,50000,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e4.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2874","C3","std5e4","Standard",18,0.1214,28.62,50000,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e4.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2875","D1","std5e3","Standard",19,0.1214,32.03,5000,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e3.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2876","D2","std5e3","Standard",19,0.1214,31.68,5000,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e3.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2877","D3","std5e3","Standard",19,0.1214,31.65,5000,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e3.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2878","E1","std5e2","Standard",20,0.1214,35.89,500,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e2.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2879","E2","std5e2","Standard",20,0.1214,35.19,500,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e2.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2880","E3","std5e2","Standard",20,0.1214,35.04,500,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e2.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2881","F1","std5e1","Standard",21,0.1214,35.97,50,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e1.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2882","F2","std5e1","Standard",21,0.1214,36.74,50,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e1.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2883","F3","std5e1","Standard",21,0.1214,37.64,50,"0.977","-2.930","MONIS3","AssID19","Homame","foraar","qpcrrundate20180515","Homarus_americanus","Homarus","americanus","amerikanskhummer","std5e1.foraar.1","Homarus_americanus.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2938","B1","std5e5","Standard",17,0.1757,21.04,5e+05,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e5.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2939","B2","std5e5","Standard",17,0.1757,20.74,5e+05,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e5.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2940","B3","std5e5","Standard",17,0.1757,20.41,5e+05,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e5.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2941","C1","std5e4","Standard",18,0.1757,23.88,50000,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e4.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2942","C2","std5e4","Standard",18,0.1757,24.12,50000,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e4.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2943","C3","std5e4","Standard",18,0.1757,23.85,50000,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e4.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2944","D1","std5e3","Standard",19,0.1757,27.9,5000,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e3.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2945","D2","std5e3","Standard",19,0.1757,27.41,5000,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e3.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2946","D3","std5e3","Standard",19,0.1757,27.38,5000,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e3.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2947","E1","std5e2","Standard",20,0.1757,30.97,500,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e2.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2948","E2","std5e2","Standard",20,0.1757,30.69,500,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e2.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2949","E3","std5e2","Standard",20,0.1757,30.69,500,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e2.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2950","F1","std5e1","Standard",21,0.1757,34.63,50,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e1.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2951","F2","std5e1","Standard",21,0.1757,33.83,50,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e1.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2952","F3","std5e1","Standard",21,0.1757,34.13,50,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e1.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2953","G1","std5e0","Standard",22,0.1757,37.99,5,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e0.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2954","G2","std5e0","Standard",22,0.1757,36.37,5,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e0.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"2955","G3","std5e0","Standard",22,0.1757,36.91,5,"0.996","-3.307","MONIS3","AssID21","Corcas","efteraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e0.efteraar.1","Cordylophora_caspia.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3007","B1","std5e5","Standard",17,0.0347,18.56,5e+05,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e5.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3008","B2","std5e5","Standard",17,0.0347,18.3,5e+05,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e5.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3009","B3","std5e5","Standard",17,0.0347,18.09,5e+05,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e5.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3010","C1","std5e4","Standard",18,0.0347,22.04,50000,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e4.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3011","C2","std5e4","Standard",18,0.0347,21.9,50000,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e4.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3012","C3","std5e4","Standard",18,0.0347,21.84,50000,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e4.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3013","D1","std5e3","Standard",19,0.0347,24.61,5000,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e3.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3014","D2","std5e3","Standard",19,0.0347,24.98,5000,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e3.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3015","D3","std5e3","Standard",19,0.0347,24.61,5000,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e3.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3016","E1","std5e2","Standard",20,0.0347,28.25,500,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e2.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3017","E2","std5e2","Standard",20,0.0347,28.14,500,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e2.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3018","E3","std5e2","Standard",20,0.0347,28,500,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e2.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3019","F1","std5e1","Standard",21,0.0347,32.34,50,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e1.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3020","F2","std5e1","Standard",21,0.0347,31.96,50,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e1.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3021","F3","std5e1","Standard",21,0.0347,31.56,50,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e1.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3022","G1","std5e0","Standard",22,0.0347,34.94,5,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e0.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3023","G2","std5e0","Standard",22,0.0347,34.66,5,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e0.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3024","G3","std5e0","Standard",22,0.0347,34.46,5,"0.997","-3.296","MONIS3","AssID21","Corcas","foraar","qpcrrundate20180515","Cordylophora_caspia","Cordylophora","caspia","brakvandskroellepolyp","std5e0.foraar.1","Cordylophora_caspia.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"3028","B4","smpl01","Unknown",1,0.0172,30.94,43.08,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl01.efteraar.1","Mnemiopsis_leidyi.efteraar","Esbjerg","2017.oct.17",200,55.4578,8.442,"Esbjerg.Unknown","#3CFF00",15.078,15078,15079,4.17837254121
"3029","B5","smpl01","Unknown",1,0.0172,30.89,45.49,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl01.efteraar.1","Mnemiopsis_leidyi.efteraar","Esbjerg","2017.oct.17",200,55.4578,8.442,"Esbjerg.Unknown","#3CFF00",15.9215,15921.5,15922.5,4.2020112575577
"3030","B6","smpl01","Unknown",1,0.0172,31.32,29.91,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl01.efteraar.1","Mnemiopsis_leidyi.efteraar","Esbjerg","2017.oct.17",200,55.4578,8.442,"Esbjerg.Unknown","#3CFF00",10.4685,10468.5,10469.5,4.019925941237
"3031","C4","smpl02","Unknown",2,0.0172,39.99,0.007496,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl02.efteraar.1","Mnemiopsis_leidyi.efteraar","Aarhus","2017.sep.19",1000,56.1597,10.2301,"Aarhus.Unknown","#FF0000",0.00052472,0.52472,1.52472,0.183190097046868
"3034","D4","smpl03","Unknown",3,0.0172,29.54,165.4,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl03.efteraar.1","Mnemiopsis_leidyi.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",4.6312,4631.2,4632.2,3.66578730223519
"3035","D5","smpl03","Unknown",3,0.0172,29.33,201.4,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl03.efteraar.1","Mnemiopsis_leidyi.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",5.6392,5639.2,5640.2,3.75129450422383
"3036","D6","smpl03","Unknown",3,0.0172,29.62,152.1,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl03.efteraar.1","Mnemiopsis_leidyi.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",4.2588,4258.8,4259.8,3.62938920921178
"3037","E4","smpl04","Unknown",4,0.0172,26.64,2640,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl04.efteraar.1","Mnemiopsis_leidyi.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",184.8,184800,184801,5.26670431695609
"3038","E5","smpl04","Unknown",4,0.0172,27.35,1339,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl04.efteraar.1","Mnemiopsis_leidyi.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",93.73,93730,93731,4.97188325046449
"3039","E6","smpl04","Unknown",4,0.0172,26.36,3435,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl04.efteraar.1","Mnemiopsis_leidyi.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",240.45,240450,240451,5.38102658757984
"3040","F4","smpl05","Unknown",5,0.0172,30.98,41.58,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl05.efteraar.1","Mnemiopsis_leidyi.efteraar","Fredericia","2017.oct.11",1000,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",2.9106,2910.6,2911.6,3.46413171070796
"3041","F5","smpl05","Unknown",5,0.0172,31.38,28.41,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl05.efteraar.1","Mnemiopsis_leidyi.efteraar","Fredericia","2017.oct.11",1000,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",1.9887,1988.7,1989.7,3.29878759994424
"3042","F6","smpl05","Unknown",5,0.0172,32.65,8.43,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl05.efteraar.1","Mnemiopsis_leidyi.efteraar","Fredericia","2017.oct.11",1000,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.5901,590.1,591.1,2.77166095934889
"3046","B7","smpl07","Unknown",7,0.0172,27.64,1016,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl07.efteraar.1","Mnemiopsis_leidyi.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",71.12,71120,71121,4.85199785442207
"3047","B8","smpl07","Unknown",7,0.0172,27.91,786.4,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl07.efteraar.1","Mnemiopsis_leidyi.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",55.048,55048,55049,4.74074943414471
"3048","B9","smpl07","Unknown",7,0.0172,27.52,1133,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl07.efteraar.1","Mnemiopsis_leidyi.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",79.31,79310,79311,4.89933342575389
"3049","C7","smpl08","Unknown",8,0.0172,27.61,1039,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl08.efteraar.1","Mnemiopsis_leidyi.efteraar","Grenaa","2017.sep.19",1000,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",72.73,72730,72731,4.86171955885558
"3050","C8","smpl08","Unknown",8,0.0172,28.43,475.3,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl08.efteraar.1","Mnemiopsis_leidyi.efteraar","Grenaa","2017.sep.19",1000,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",33.271,33271,33272,4.52207890735688
"3051","C9","smpl08","Unknown",8,0.0172,28.89,307.7,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl08.efteraar.1","Mnemiopsis_leidyi.efteraar","Grenaa","2017.sep.19",1000,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",21.539,21539,21540,4.33324569896196
"3052","D7","smpl09","Unknown",9,0.0172,31.34,29.47,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl09.efteraar.1","Mnemiopsis_leidyi.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",2.0629,2062.9,2063.9,3.31468865104612
"3053","D8","smpl09","Unknown",9,0.0172,27.64,1009,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl09.efteraar.1","Mnemiopsis_leidyi.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",70.63,70630,70631,4.84899535507472
"3054","D9","smpl09","Unknown",9,0.0172,31.8,18.88,"0.986","-2.408","MONIS3","AssID22","Mnelei","efteraar","qpcrrundate20180515","Mnemiopsis_leidyi","Mnemiopsis","leidyi","amerikanskribbegoble","smpl09.efteraar.1","Mnemiopsis_leidyi.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",1.3216,1321.6,1322.6,3.12142851836796
